Default,Age,ActiveLoans,Due90Days,RealEstateLoans,CrLineUtilization
0,58,12,0,3,-1.969432312
0,55,17,0,1,-1.68848112
0,70,7,0,1,-3.015934981
0,26,5,1,0,0.026739297
0,62,9,0,1,-5.80914299
0,57,17,0,3,-1.65652952
0,49,9,0,2,-0.592397277
0,61,6,0,1,-1.632706539
0,73,2,0,0,-2.791975436
0,68,14,0,6,-5.878135862
0,64,5,0,0,-4.491841501
0,62,3,0,0,-4.045554398
0,48,11,0,2,-4.699480865
0,54,2,0,0,-1.637323116
1,50,4,4,0,-1.969432312
0,56,24,0,5,-1.565421027
0,38,11,0,1,-3.201527187
0,63,13,0,2,-0.745072253
0,66,10,0,1,-2.069887329
0,57,12,0,1,-1.861752841
0,23,1,0,0,0
0,38,12,0,2,-1.17409043
0,90,5,0,0,-4.080441657
0,50,17,0,5,-1.221458119
0,63,6,0,1,-4.615220522
0,82,4,0,0,-1.05010788
1,24,3,0,1,-1.943513024
0,44,7,1,2,-2.295609479
0,42,4,0,0,-3.262305383
1,54,6,0,1,-0.144101344
0,62,24,0,4,-3.442019376
0,65,2,0,0,-1.969432312
0,69,6,0,0,-5.80914299
0,64,8,0,1,-1.969432312
0,56,7,0,1,-1.969432312
0,52,6,0,1,-0.1062498
0,31,4,0,0,-0.10192199
0,67,9,0,0,-3.776618368
0,28,5,0,0,-0.481105022
0,71,20,0,4,-1.969432312
0,59,23,0,2,-2.327902901
0,67,12,0,1,-0.653734178
0,54,10,0,2,-0.016841017
0,44,8,1,2,-0.645309851
0,33,7,0,1,-2.893175685
0,54,6,0,1,0
0,64,9,0,0,-1.969432312
0,63,7,0,1,-3.464137181
0,34,8,0,1,-1.649739209
0,56,16,0,1,-4.028556822
0,55,11,0,3,-1.076459484
0,41,12,0,0,-0.26188438
0,68,9,0,1,-6.907755279
0,29,2,0,0,0
0,24,2,0,0,-1.969432312
0,48,14,0,3,-0.173401459
0,57,4,0,0,0
0,35,16,0,1,-3.750754858
0,59,10,0,1,-2.53451715
0,67,10,0,1,-2.620039324
0,51,7,0,1,-2.134531508
0,48,16,0,2,-0.236862223
0,83,10,0,0,-4.098352584
0,80,21,0,1,-5.991464547
1,45,5,0,0,0.005783245
0,78,16,0,0,-1.54975491
0,76,21,0,1,-1.28157405
0,50,2,0,0,-2.397995278
0,59,9,0,1,-0.885761527
1,55,6,1,0,-0.046567636
0,64,8,0,0,-4.976233867
0,32,1,1,0,0
0,46,6,0,1,-1.125469743
0,52,8,0,2,-0.408720401
0,38,5,2,0,0.03469124
0,57,9,0,2,-0.892086043
0,53,8,0,1,-3.155901026
0,63,16,1,2,-0.344322973
1,50,6,1,1,-4.312500572
0,68,7,0,2,-3.137295838
0,49,4,0,0,-2.332013904
0,76,5,0,1,-3.009831198
0,70,10,0,1,-1.969432312
0,40,3,0,1,-4.465408244
0,44,3,0,0,-3.451438598
0,61,8,0,0,-3.21140381
0,51,5,0,1,-0.047406122
0,52,17,0,1,-5.426150738
0,53,13,0,2,-1.969432312
0,88,8,0,0,-5.167289104
0,44,8,0,3,-3.405205403
0,58,4,0,0,-0.865122445
0,55,11,0,2,-0.949330586
0,38,4,0,1,-1.045261113
0,67,17,0,3,-2.098012927
0,27,4,0,0,-0.132845913
0,42,10,0,1,-0.290887203
0,42,10,0,2,-1.969432312
0,68,10,0,2,-2.724179583
0,84,8,0,0,-3.160606917
0,70,9,0,1,-1.369240607
0,67,6,0,0,-6.571283042
0,36,8,0,1,-2.213658884
0,53,9,0,2,-0.029531803
0,69,10,0,1,-1.717580071
0,49,7,0,0,-1.969432312
0,33,4,0,0,-0.568984538
0,54,16,0,1,-0.607887337
0,34,15,0,0,-1.898454208
0,34,5,0,0,-0.055935632
0,40,12,0,1,-0.076341233
0,56,4,0,0,-2.565249402
1,47,13,0,4,-1.969432312
0,48,7,0,2,-4.51899249
0,57,6,0,1,-4.23360663
0,62,8,0,0,-6.812445099
0,37,4,0,0,-0.975510092
0,53,5,0,1,-1.687399454
0,40,18,0,8,-2.615926912
0,35,6,0,2,-2.446455463
0,59,2,0,1,0
0,37,2,0,0,-0.062513905
0,53,9,0,2,-5.278514739
0,49,7,0,2,-0.043429558
0,73,6,0,0,-7.418580903
1,58,3,0,0,0.016168581
0,62,7,0,0,-3.296837366
0,63,7,0,1,-3.789805373
0,49,5,0,0,-1.604450371
0,33,4,0,1,-0.75608698
1,47,17,0,1,-0.778922958
0,56,16,0,2,-1.349384007
0,66,8,0,2,0.01498713
0,56,6,0,2,-1.446893983
0,43,11,0,1,-2.66068963
0,56,10,0,1,-2.207274913
0,41,5,1,2,-1.564464547
0,40,8,0,2,-2.545931352
0,53,8,0,3,0
0,61,2,0,0,0
0,32,8,0,1,-2.855970331
0,38,16,0,2,-0.865835288
1,23,1,0,0,0
0,24,2,0,0,6.458338283
0,60,4,0,0,-4.710530702
0,48,0,0,0,0
0,63,5,0,1,-1.140372223
0,47,11,0,0,-1.301585633
0,57,2,0,0,0
0,36,15,0,2,-1.409767717
0,47,6,0,0,-3.789805373
0,37,13,0,1,-4.645992181
0,64,2,0,0,-1.836338513
0,76,2,0,0,0
0,35,6,0,0,-2.868218953
1,70,6,2,1,0
0,71,8,0,1,-0.044892769
0,58,9,0,1,-3.608221551
0,69,12,0,1,-2.635264531
0,46,8,0,0,-3.571985703
0,42,10,0,0,-4.439655748
0,41,7,0,3,-1.969432312
0,45,5,0,1,-1.906497147
1,43,15,3,1,0.091028298
0,60,6,0,0,-3.020024966
0,48,9,0,1,-1.314904365
0,55,3,0,1,-1.168927463
0,77,9,0,0,-3.302257434
0,36,9,0,1,-3.304978524
0,90,10,0,0,-1.877971166
0,61,9,0,2,-0.660099327
0,36,9,0,0,-0.918292735
0,65,17,1,2,-1.418404415
0,57,3,0,0,-1.969432312
0,69,31,0,2,-1.371997056
0,55,9,0,3,-2.345492594
0,75,3,0,1,-3.267540997
0,48,10,0,2,-1.803022662
0,43,1,0,0,0
0,45,8,0,0,-4.677740879
0,33,11,0,2,-1.969432312
0,32,7,0,2,-0.879476759
0,68,7,0,0,-4.305065594
0,34,4,0,0,-1.969432312
0,31,3,0,0,-1.860466667
0,57,17,0,1,-3.81217767
0,61,9,0,1,-4.166915255
0,55,8,0,2,-1.969432312
0,51,5,0,0,-2.896792326
0,24,1,0,0,0
0,76,3,0,0,-2.165435255
0,60,4,0,0,-3.513246885
0,28,9,0,0,-1.969432312
0,79,10,0,2,-2.479322271
0,33,11,0,0,-1.204306193
0,28,4,0,0,0
0,61,13,0,0,-4.17338777
0,57,9,1,1,-2.60775248
0,63,9,0,3,-2.753570716
0,58,3,0,0,-4.062845895
0,43,6,1,1,0.035849653
0,58,19,0,3,-0.360252765
0,53,14,0,0,-2.900422094
1,34,14,0,2,-2.816749618
0,27,6,0,0,-0.00471108
0,61,8,0,2,-2.747310915
0,54,6,0,2,-3.649658741
0,51,4,0,1,-1.043272194
0,47,16,0,4,-3.645819965
1,48,9,0,1,-1.789162843
0,54,21,0,1,-1.969432312
0,32,2,0,0,-1.031421039
0,61,15,0,3,-0.238003414
0,47,5,0,0,-3.729701449
0,41,13,0,1,-1.515037237
0,49,4,0,2,-1.727095956
0,73,25,0,2,-2.709050701
0,62,16,0,1,-2.782235099
0,58,6,0,0,-1.615959129
0,47,9,0,2,-0.675503745
0,46,8,1,1,-0.484183693
0,39,7,0,1,-0.599110539
0,59,12,0,2,-2.001000115
0,65,12,1,1,-0.645500527
0,26,5,0,0,-0.702389762
0,70,6,0,1,-0.554603371
0,39,6,0,0,-0.207639365
0,75,17,0,2,-5.318520074
0,54,7,0,2,-1.969432312
0,64,10,0,1,-2.159350925
0,50,11,0,1,-0.997229674
0,77,16,0,0,-4.034190639
0,38,18,0,1,-2.653562016
0,65,5,0,0,-0.260715624
0,62,8,0,1,-0.323102018
0,57,30,0,2,-2.691193084
0,64,3,0,0,-2.909554577
0,31,3,0,1,0
0,70,5,0,0,-1.969432312
0,50,8,0,1,-1.752154215
0,36,11,0,1,-2.790345444
0,52,3,0,1,-1.969432312
0,43,8,0,1,-0.144910172
0,40,3,0,0,-3.645819965
0,42,1,0,0,-4.305065594
0,38,7,0,1,-2.005447862
0,73,8,0,1,-3.304978524
0,65,12,0,4,-1.625059293
1,30,4,3,0,-1.969432312
0,30,6,0,0,-1.865621318
0,80,4,0,0,-4.074541935
0,44,7,0,1,-1.969432312
0,56,5,0,0,-0.743809095
1,50,4,1,0,-0.040613683
1,37,3,0,0,-2.116935746
0,31,14,0,2,-0.324761081
0,37,5,0,3,-3.499913355
0,49,13,0,2,-3.995404614
0,86,4,0,0,-3.189317023
0,72,10,0,0,-2.53577898
0,65,15,0,1,-4.358310108
0,63,4,1,1,0
0,43,5,0,0,-4.080441657
0,61,10,0,2,-3.381394754
0,80,14,0,4,-1.969432312
0,75,12,0,1,-2.444148657
0,29,12,0,0,-3.162968193
0,31,7,0,0,-3.922073341
0,44,1,0,0,-1.128556165
0,47,12,0,3,-1.7418271
0,40,4,0,1,-2.338212271
0,47,7,0,4,-1.800598418
0,50,12,0,1,-2.941244088
0,24,1,0,0,-1.099913134
0,79,10,0,3,-1.059007034
0,62,21,0,0,-1.969432312
0,56,7,0,3,-1.361406646
0,39,14,0,1,-2.675099101
1,23,1,1,0,0.214708072
0,63,14,0,0,-2.414634597
0,82,7,0,0,-2.920624801
0,25,4,0,0,-1.969432312
0,29,2,0,0,-0.375857763
0,40,12,0,1,-7.60090246
1,46,2,2,1,0
0,52,8,0,1,-2.133686557
1,50,6,0,0,0.041141943
0,54,12,0,2,-2.237734121
0,63,6,0,1,-2.36765709
0,90,2,0,0,-0.058052931
0,55,4,0,2,-3.218875825
0,50,13,0,0,-0.159347493
0,61,4,0,1,-5.167289104
0,54,12,0,2,-3.429596856
0,58,5,0,1,-1.466203744
0,81,4,0,0,-3.839702344
0,33,6,0,2,-4.645992181
1,41,9,0,3,-1.637837387
0,58,8,0,0,-3.132698129
0,51,5,0,1,-2.44184716
0,63,12,0,1,-0.05921936
0,74,7,0,2,-2.945039159
0,47,9,0,2,-4.500810171
1,40,10,0,2,-0.920549789
0,47,8,0,1,-3.968593357
0,38,8,0,0,-1.609437912
0,77,9,0,0,-2.931818948
0,34,7,0,1,-0.053295297
0,48,8,0,2,-4.699480865
1,59,9,0,0,-0.3213078
0,47,5,1,0,-1.407722309
0,61,4,0,1,-2.530741186
0,75,11,0,1,-5.521460918
0,51,6,0,2,-2.129472475
0,69,15,0,2,-4.297685486
0,58,24,0,1,-0.141678778
0,73,7,0,0,-3.35526845
0,52,6,0,1,-5.472670754
0,74,6,0,2,-3.182061852
0,35,1,98,0,0
0,36,18,0,6,-1.10835964
0,75,9,0,0,-1.617470084
0,67,5,0,2,-1.969432312
0,68,17,0,0,-5.099466508
0,40,11,0,2,-1.969432312
0,50,20,0,2,-2.557477343
0,68,1,0,0,0
0,48,19,0,2,-2.249992643
0,37,1,0,0,-1.692819521
0,32,9,0,0,-1.267978134
0,75,2,0,1,-1.002665948
0,78,8,0,0,-2.488914671
0,49,9,0,4,-0.633369977
1,51,6,0,0,-0.259418607
0,58,12,0,1,-0.563874845
0,46,3,0,0,-1.969432312
0,42,6,0,1,-2.289668868
0,82,7,0,0,-2.828524355
0,65,5,0,1,-5.203007187
0,62,15,0,6,-0.104472022
0,55,9,0,2,-1.387094681
0,62,17,0,1,-1.434644622
0,40,16,0,2,-0.00040008
0,49,8,0,1,-2.993734271
0,68,8,0,1,-4.147745339
0,68,20,0,3,-2.791975436
0,32,6,0,2,-4.919880931
0,60,14,0,1,-0.567219624
0,62,13,0,0,-2.499817263
0,40,8,0,0,-0.742337425
0,54,3,0,1,-2.862951162
0,53,4,0,1,-0.345169952
0,59,1,0,0,0
0,27,5,0,1,-0.520539316
0,46,10,0,2,-1.398366942
0,46,14,0,2,-0.095410185
0,79,13,0,2,-3.763603
0,70,1,0,0,-1.969432312
0,62,6,0,0,-2.952672784
0,57,8,0,2,-2.419118909
0,64,17,0,1,-1.779040697
0,34,5,0,0,-1.215708061
0,48,20,0,1,-5.991464547
0,29,19,0,0,-1.490766383
0,33,11,0,2,-0.134331713
0,62,6,0,0,-5.449140256
0,55,4,0,2,-0.69254736
0,81,10,0,0,-2.525728644
0,47,5,0,0,-0.857550237
0,55,11,0,2,-0.608071008
0,35,7,0,0,-0.459340681
0,57,21,0,1,-2.646484845
0,75,8,0,1,-1.969432312
0,49,9,0,1,-1.969432312
0,55,8,0,1,-0.449887326
0,66,5,0,0,-5.339139361
0,78,1,0,0,-1.573105983
0,40,15,0,2,-2.640858952
0,61,10,2,1,0
0,58,2,0,0,0
0,50,4,0,0,-2.377308639
0,43,10,0,5,-1.969432312
0,46,16,0,1,-0.966531948
0,58,20,0,3,-0.960765222
0,62,19,0,1,-1.139121832
0,35,7,0,0,-0.067529657
1,43,13,0,1,-0.317866404
0,41,9,0,2,-5.496768305
0,54,8,0,1,-1.969432312
0,60,0,1,0,0
0,67,11,0,3,-4.342805922
0,78,3,0,1,-3.272804167
0,51,8,0,0,-0.837941765
0,56,9,0,0,-0.532900831
0,74,2,0,0,-3.299543728
0,49,17,0,2,-2.043302495
0,32,10,0,1,-0.045311223
0,60,11,0,1,-5.599422459
0,51,7,0,1,-0.28568407
0,43,15,0,2,-0.297059234
0,28,12,0,0,-2.722656353
0,56,10,0,2,-4.491841501
0,28,4,0,1,-1.969432312
0,45,6,0,1,-2.918771232
0,72,10,0,1,-3.083471188
0,32,11,0,2,-1.08975166
0,54,7,0,1,-1.969432312
0,38,5,0,1,-1.405273328
0,56,10,0,0,-5.472670754
0,83,20,0,1,-3.526760605
0,40,7,0,1,-0.752048288
0,55,7,0,1,-3.42651519
0,57,4,0,1,-1.969432312
0,63,5,0,0,-3.092243174
0,89,7,0,0,-3.490028595
0,65,6,0,1,-1.969432312
0,77,13,0,0,-0.393042588
0,50,2,0,1,-1.969432312
1,53,5,1,0,-0.574830954
0,75,21,0,1,-0.93623837
0,38,3,0,0,-0.486620935
1,52,5,0,2,-2.691193084
0,55,5,0,0,-5.259096653
0,88,2,0,0,-4.456750181
0,72,10,0,1,-2.227477621
0,44,13,1,1,-4.028556822
0,55,6,0,1,-1.969432312
0,63,10,0,2,-4.406319327
0,61,15,0,2,-1.214359897
0,73,13,0,0,-3.257097038
0,35,2,0,0,-0.369760183
1,42,0,0,0,0
0,65,10,0,2,-0.427864103
0,30,7,0,0,-0.544382407
1,68,13,0,1,-0.593301846
0,52,6,0,1,-6.502290171
0,54,13,0,9,-0.435254437
0,55,10,0,0,-3.684887433
1,57,1,2,0,0
0,32,13,0,0,-4.422848629
0,41,8,0,0,-0.215671536
0,80,7,0,0,-3.649658741
0,53,3,0,0,-2.291645153
0,32,13,0,0,-2.685310714
0,78,13,0,0,-3.65351231
0,49,10,0,2,-2.174191878
0,50,3,1,1,-0.014098924
0,51,22,0,1,-0.892574205
0,64,12,0,1,-1.969432312
0,54,11,0,1,-3.411247718
0,89,5,0,1,-0.999672341
0,61,7,0,2,-2.487710577
0,64,10,0,3,-2.611831343
0,60,18,0,1,-2.504701277
0,81,16,0,2,-5.626821434
0,72,2,0,1,-2.968117107
1,47,10,0,0,0.914168481
0,49,16,0,2,-3.825845309
0,70,13,0,0,-3.435788826
0,58,12,0,2,-4.179902451
0,85,9,0,0,-2.87528612
0,32,10,0,0,-3.23653076
0,31,4,0,0,-3.270169119
0,44,9,0,2,-1.18678798
0,80,4,0,0,-2.517016704
0,41,6,0,1,-0.168537002
0,56,4,0,1,-0.032316601
0,28,9,0,2,-1.969432312
0,41,22,0,1,-4.448166437
0,57,9,0,1,-3.059737604
0,44,6,0,0,-0.268010173
1,30,8,1,2,-0.371498559
0,63,7,0,1,-1.725410089
0,37,14,0,1,-5.184988681
0,57,20,0,2,-2.177716111
0,52,9,0,1,-1.514582381
0,62,4,0,0,-3.286084575
0,40,5,0,1,-0.27010414
0,39,3,0,0,-1.969432312
1,74,15,0,3,-0.316218731
0,52,9,0,0,-1.198653643
0,61,7,0,1,-3.937340813
0,27,3,0,0,-1.969432312
0,53,7,3,0,0.235704333
0,30,1,0,0,0
0,42,4,0,1,0
0,49,11,0,1,-0.719491156
0,41,9,0,2,-1.969432312
0,67,10,0,1,-4.039856377
0,34,11,0,2,-0.190676361
0,37,4,0,1,-2.194627951
0,63,19,0,3,-1.73556819
0,53,1,0,0,-5.11599581
0,52,22,0,1,-0.983499482
0,54,10,0,2,-3.844364357
0,30,3,0,0,-1.625567294
0,36,2,0,0,-3.101092789
0,50,5,0,2,-2.36765709
0,62,8,0,3,-6.571283042
0,39,6,0,0,-1.292439786
0,66,10,0,1,-4.335143049
0,52,12,0,0,-1.09243143
0,63,23,0,5,-2.205458382
0,41,8,0,0,-3.241632812
0,61,14,0,0,-2.414634597
0,51,9,0,1,-0.554081132
0,36,3,0,0,-1.62455155
1,42,8,4,2,0.3723908
0,40,10,0,1,-1.132893223
0,68,14,0,3,-5.991464547
1,22,1,0,0,0.340179641
0,40,8,0,2,-3.942482213
0,25,9,0,0,-2.080241862
0,46,10,0,0,-0.843505062
0,42,12,0,3,-4.110473944
0,43,2,0,0,-4.206394066
0,63,5,0,1,-2.397995278
0,65,13,0,2,-1.969432312
0,26,2,0,0,-1.364924335
0,29,5,0,2,-0.64226397
0,29,5,0,0,-2.036382052
0,62,7,0,1,-2.728763243
0,43,10,0,2,-7.13089883
0,60,11,0,2,-3.973898409
0,50,4,0,1,-3.028255465
0,64,7,0,1,-3.902072675
0,57,7,0,0,-0.575186383
0,53,23,0,2,-0.343194782
0,83,3,0,0,-3.375529635
0,39,6,0,0,-0.438349935
0,49,5,0,1,-0.396901877
0,57,5,0,1,0.1919418
0,43,11,0,1,-1.934475771
0,49,14,0,2,-3.942482213
0,53,13,0,2,-2.93935194
0,49,3,0,1,-1.737839627
0,68,6,0,0,-5.626821434
0,59,7,0,0,-3.530167763
0,28,5,0,1,-0.281965112
0,25,0,1,0,0
1,30,10,0,0,-0.049085208
1,47,5,0,1,0.248187322
0,45,6,0,1,-1.926892143
0,69,3,0,1,-4.828313737
0,46,6,0,0,0.018527305
0,53,17,0,3,-1.156771203
0,62,14,0,2,-0.195649987
0,54,12,0,2,-2.820099705
0,59,8,0,1,-1.35751256
0,26,6,1,0,-0.448476999
0,44,6,0,1,-1.969432312
0,25,8,1,0,-0.673540651
0,36,5,0,0,-0.656815251
0,59,8,0,1,-0.504181081
0,39,10,0,2,-1.713133149
0,28,8,0,0,-2.683845512
0,30,2,0,0,-2.121931593
0,37,2,0,0,0.026544555
0,32,8,0,0,-0.79939698
0,58,11,0,0,-1.847060785
0,52,12,0,0,-0.824851672
0,68,8,0,0,-1.022206957
0,42,12,0,1,-0.459024125
0,40,17,0,1,-3.39620984
0,56,9,0,4,-0.121715759
0,71,12,0,1,-2.663554961
0,62,6,2,1,0.293266451
0,65,4,0,0,-6.074846156
0,52,5,0,0,-1.969432312
0,56,13,0,2,-0.844202655
0,56,5,0,1,-0.847931394
0,90,5,0,0,-2.852498105
0,59,8,0,1,-3.121295497
0,67,12,0,1,-2.456902453
0,62,15,0,1,-1.21402314
0,32,10,0,1,-0.359679453
0,66,10,0,0,-1.657053766
0,33,7,0,2,-1.969432312
0,72,7,0,0,-2.691193084
1,32,3,0,1,0
0,63,11,0,3,-1.645583359
0,28,4,0,0,-1.969432312
0,50,4,0,1,0
0,66,12,0,1,-3.995404614
0,81,4,0,1,-3.526760605
0,56,6,0,1,-2.405725852
0,66,16,0,2,-0.656044093
0,61,11,0,1,-0.762068626
0,77,4,0,1,-3.63818634
0,80,10,0,0,-3.47054746
0,44,6,0,0,-3.321462414
1,45,0,0,0,0
0,44,10,0,0,-0.026857454
0,49,5,0,2,-0.787238104
0,30,9,0,1,-4.906275279
0,67,18,0,1,-3.705008836
0,45,10,0,0,-0.184043038
0,27,9,0,2,-2.90224193
0,61,33,1,26,-0.453500557
0,60,6,1,1,-0.156069186
0,61,11,0,5,-1.588655373
0,45,10,0,2,-1.25456459
0,65,5,0,1,-3.33260459
0,47,5,0,0,-3.280751229
0,60,6,0,0,-2.596956154
1,64,0,0,0,0
0,49,5,0,1,0.0009995
0,74,13,0,1,-3.557851192
1,71,18,0,5,-1.727095956
0,56,5,0,2,-2.667868411
0,26,5,0,0,-1.058430499
0,35,8,0,2,-1.052110455
1,36,0,0,0,0
0,64,14,0,0,-1.01694014
0,47,11,0,1,-2.266253164
0,31,10,0,0,-1.589635285
0,67,8,0,0,-2.402405428
0,21,0,0,0,0
0,42,9,0,2,-2.273026291
0,67,11,0,3,-4.892852258
0,38,1,0,0,0
0,70,15,0,2,-4.990832667
0,57,5,0,2,-0.902141309
0,48,2,0,0,-0.185606948
0,43,4,0,0,-0.300024596
0,29,6,0,0,-0.188742125
0,38,5,0,0,-0.253989431
0,28,2,0,0,-3.65351231
0,41,10,0,3,-4.406319327
0,38,7,0,0,-1.697722827
0,40,5,0,1,-1.138185064
0,38,8,0,0,-1.969432312
0,69,1,0,0,-4.474141924
0,52,5,0,0,-3.483492624
0,33,11,0,0,-0.952436179
0,55,8,0,1,-2.915074371
0,75,10,0,0,-3.780994743
0,34,4,0,1,-0.484995447
0,46,4,0,1,-1.969432312
1,65,6,1,1,-0.272333796
0,72,18,0,2,-2.662121269
0,38,4,0,1,-2.282782466
0,71,11,0,2,-3.995404614
0,66,10,0,1,-4.23360663
0,26,4,0,0,-4.14143617
0,72,10,0,2,-4.84089252
0,43,10,1,0,-0.484995447
0,49,3,0,1,-1.488991759
0,34,2,0,0,0
0,37,6,0,1,-1.969432312
0,69,18,0,1,-1.070024832
0,49,3,2,2,0
0,60,17,0,2,-7.418580903
0,89,16,0,1,-0.596383512
0,63,6,0,2,-0.892086043
0,66,10,0,2,-1.400393285
1,31,2,0,1,0
0,43,19,0,0,-6.165817934
0,44,8,0,1,-1.965398826
0,39,9,0,0,-0.295983097
0,64,3,0,0,-1.824489294
0,72,1,0,0,0
0,91,3,0,0,-1.969432312
1,22,3,1,0,0.345856637
0,56,9,0,1,-0.311291938
0,80,15,0,1,-3.153556359
0,47,13,0,2,-2.558768498
0,63,10,0,2,-3.907035464
0,44,1,0,0,0
0,40,12,0,0,-0.390379471
0,75,5,0,1,-1.969432312
0,24,1,0,0,-1.969432312
0,67,5,0,1,0
0,28,0,0,0,0
0,48,20,0,2,-3.315937538
0,49,14,0,2,-1.214696768
0,32,3,0,2,-0.849800991
0,64,5,0,0,-1.969432312
1,26,5,1,0,0.22777282
0,66,15,0,0,-2.267217949
0,71,5,0,1,-2.913231052
0,43,18,0,1,-2.752002089
0,56,6,0,0,-3.81217767
0,42,7,0,1,-1.969432312
0,68,6,0,2,-3.619353391
0,57,3,0,1,0
0,48,25,0,3,-0.232941394
0,55,6,0,0,-0.07278577
0,32,5,0,1,-3.246761028
0,53,10,0,1,-1.875358493
0,39,10,0,1,-1.153596597
0,40,5,0,1,0
0,60,15,0,1,-1.884532869
0,54,19,0,3,-0.759928214
0,64,6,0,1,-1.969432312
0,39,6,0,1,-1.969432312
0,50,14,0,1,-4.240527072
0,25,1,0,0,-1.179605448
0,52,8,0,2,-1.617974243
0,60,16,0,1,-1.358679194
0,27,6,0,0,-1.558269626
0,62,9,0,1,-5.035953102
0,30,8,0,1,-0.867976872
0,23,2,1,0,0
0,54,13,0,0,-2.276917346
1,29,12,0,0,-1.969432312
1,32,4,5,1,0.146521653
0,27,6,0,0,-1.969432312
0,63,5,0,1,-3.405205403
0,74,16,0,1,-3.947650183
0,33,6,0,1,-3.530167763
0,25,2,0,0,-0.962596485
0,48,6,0,1,-1.969432312
1,49,2,0,0,-5.65499231
0,42,7,0,2,-2.243373233
0,41,5,0,1,-2.447610865
0,67,9,0,1,-3.634391269
0,42,5,0,1,-0.053295297
0,43,11,0,1,-1.40283033
0,43,13,0,4,-0.436182081
0,67,6,0,1,-1.297917251
0,54,5,0,0,-0.511325749
0,37,9,0,1,-2.244316185
0,74,8,0,1,-1.969432312
0,37,7,0,2,-1.276901984
0,66,10,0,1,-2.583622623
0,68,5,0,1,-2.788718104
0,28,3,0,0,-1.969432312
0,49,5,0,1,-7.13089883
0,71,8,0,1,-3.296837366
0,41,17,0,3,-1.969432312
0,73,10,0,0,-1.969432312
0,50,14,0,0,-4.028556822
0,35,7,0,1,-0.335612606
0,31,5,0,0,-0.570221834
0,26,4,0,0,-1.420885806
0,57,6,0,2,0
0,65,8,0,1,-1.270468796
0,66,18,0,2,-0.9331826
0,50,3,0,2,-1.264784944
0,59,7,0,2,-0.545072062
0,61,9,0,1,-0.741917345
0,68,19,0,2,-7.60090246
0,78,3,0,1,-1.969432312
0,45,7,0,1,-3.278095185
0,62,16,0,1,-0.156887756
0,29,1,1,0,0
0,79,5,0,0,-3.746508567
0,33,3,0,0,-3.649658741
0,36,10,0,1,-0.775876828
1,53,3,2,1,0
0,46,4,0,1,0
0,55,11,0,2,-2.861201381
0,40,6,0,2,-0.020202707
0,39,11,0,1,-0.344464087
0,57,23,0,0,-1.491210531
0,59,4,0,0,-5.521460918
0,69,9,0,2,-6.43775165
1,77,1,1,0,0
0,23,1,0,0,-1.027501661
0,36,0,0,0,0
0,70,9,0,1,-4.414549826
0,70,7,0,2,-3.593569274
0,55,10,0,3,-0.523910863
0,52,8,0,1,-2.533256911
0,53,1,0,0,-1.969432312
0,51,7,0,1,-5.403677882
1,44,2,2,0,-1.969432312
0,35,16,0,0,-0.254763226
0,54,1,0,0,0
0,38,5,0,0,-0.531708835
0,39,11,0,1,-3.338222583
0,51,14,0,1,-2.510840032
0,50,9,3,1,-0.372368881
0,33,8,0,3,-5.546778726
0,85,4,0,0,-1.969432312
0,82,19,0,1,-1.369240607
0,63,4,0,0,-2.120263536
0,30,6,0,1,-2.146436411
0,40,4,0,2,-4.448166437
0,35,4,0,1,-0.01308524
0,60,9,0,1,-3.877621579
0,24,3,0,0,-0.414304057
0,61,16,0,1,-0.748237147
0,42,5,0,0,-3.858482239
0,47,6,0,2,-2.126952524
1,51,25,0,2,-0.83632495
0,76,11,0,1,-4.319991244
0,47,7,0,0,-0.574298047
0,38,5,0,1,-0.502031076
0,30,5,0,0,0.005982072
1,48,1,1,0,-0.010454458
0,55,12,0,3,-3.692887476
1,61,8,0,2,-1.198322133
0,51,14,0,1,-0.320894207
0,63,4,0,2,-1.969432312
0,58,8,0,2,-0.092883127
0,68,3,0,0,-1.969432312
1,53,5,0,2,-0.201871416
0,60,13,0,1,-1.216045386
0,63,13,0,0,-1.807888851
0,68,5,0,0,-6.812445099
0,35,4,0,1,-1.969432312
0,73,22,0,0,-3.984593698
0,59,23,0,2,-1.572142128
0,65,7,0,2,-1.969432312
0,63,7,0,0,-2.889572078
0,62,7,1,0,-1.354795694
0,40,4,0,1,-1.50237884
0,79,4,0,0,-3.623091714
0,29,5,0,0,-2.040990355
0,31,6,0,0,-0.057205474
0,59,6,0,3,-2.197324582
0,78,10,0,2,-5.36019277
0,22,3,0,0,-0.062833309
0,40,2,0,0,0
0,69,25,0,2,-1.765507098
0,37,17,0,2,-4.086376393
0,52,9,0,1,-2.299589584
0,81,6,0,0,-5.318520074
0,67,3,0,0,-1.969432312
0,58,21,0,1,-0.883581557
0,26,0,98,0,0
0,58,18,0,3,-1.397557553
0,72,9,0,1,-4.166915255
0,49,10,0,1,-8.517193191
0,64,12,0,1,-1.721487416
1,22,4,0,0,-0.504015532
0,45,12,1,1,-3.467337184
0,69,5,0,0,-1.969432312
0,58,3,0,0,-3.785390354
0,29,6,0,1,-2.416874239
0,56,24,0,1,-3.626844063
0,68,9,0,1,-5.599422459
0,37,7,0,2,-1.5154923
0,65,5,0,0,-3.480240589
1,51,5,1,0,-0.32462272
0,29,4,0,0,-0.208870892
0,55,8,0,2,-1.420057991
